Date,Open,High,Low,Close,Adj Close,Volume
2022-05-28,302.435028,309.209045,297.716919,307.815430,307.815430,1471633413
2022-05-29,307.752533,307.944397,299.306183,305.975067,305.975067,1208835000
2022-05-30,305.944092,323.257782,304.336578,321.752899,321.752899,2064357375
2022-05-31,321.720306,323.701355,314.275513,320.485107,320.485107,1711532960
2022-06-01,320.472015,323.885071,297.968597,300.504059,300.504059,1763624947
2022-06-02,300.466461,309.040894,298.671204,308.101776,308.101776,1228180850
2022-06-03,308.194183,309.856720,293.863068,298.397888,298.397888,1115211127
2022-06-04,298.502838,302.637787,295.283905,301.631134,301.631134,805954970
2022-06-05,301.597900,301.940765,295.425262,298.934723,298.934723,779603321
2022-06-06,298.984589,311.699707,289.428284,295.396027,295.396027,1470941103
2022-06-07,295.373413,295.373413,274.427765,290.341125,290.341125,1752763456
2022-06-08,290.298828,294.039948,284.373322,288.616089,288.616089,1136631692
2022-06-09,288.617554,292.980652,286.479279,289.919647,289.919647,800984464
2022-06-10,289.888580,297.231293,283.478546,286.046692,286.046692,1362797648
2022-06-11,286.105377,290.371796,265.629791,269.487000,269.487000,1220361307
2022-06-12,269.662567,271.379883,251.991440,255.950882,255.950882,1380200465
2022-06-13,255.667725,256.854309,214.605301,222.505783,222.505783,2471570710
2022-06-14,222.552200,230.365631,205.393173,223.221252,223.221252,2027226914
2022-06-15,223.189438,234.017090,199.292221,233.396713,233.396713,2244407305
2022-06-16,233.467865,236.328537,208.065598,209.538742,209.538742,1483212957
2022-06-17,209.708679,221.641342,208.102921,215.891800,215.891800,1108538874
2022-06-18,215.815613,218.550201,184.540054,197.042999,197.042999,1579731402
2022-06-19,196.955795,216.082474,190.121490,214.920532,214.920532,1333254615
2022-06-20,214.879745,218.079712,205.166824,216.934265,216.934265,1235838900
2022-06-21,216.901108,227.642212,213.550812,219.498627,219.498627,1165714518
2022-06-22,219.673401,220.526932,211.591934,214.261917,214.261917,1050984086
2022-06-23,214.231033,229.771423,214.231033,228.953751,228.953751,1148541185
2022-06-24,228.922867,242.816254,228.630035,240.238312,240.238312,1127877901
2022-06-25,240.262177,241.497726,230.446213,239.690659,239.690659,915553554
2022-06-26,239.612579,244.665466,233.632187,233.858749,233.858749,823875890
2022-06-27,233.833664,240.618210,230.507080,233.654022,233.654022,841135242
2022-06-28,233.572845,241.423248,226.150101,226.927338,226.927338,1082126615
2022-06-29,226.904602,229.434708,215.947815,219.284470,219.284470,1062609997
2022-06-30,219.387573,219.887070,205.926666,219.300095,219.300095,1088852065
2022-07-01,219.528992,226.379623,213.665634,216.015457,216.015457,1234215934
2022-07-02,216.231979,219.422012,214.210449,218.035233,218.035233,767361243
2022-07-03,218.047577,219.788712,214.464493,218.980316,218.980316,724525676
2022-07-04,218.978607,231.768204,215.213730,231.574127,231.574127,1039372640
2022-07-05,231.484116,235.759155,223.228378,230.846359,230.846359,1310031377
2022-07-06,230.911087,239.490601,229.297928,238.499939,238.499939,1266715664
2022-07-07,238.502960,243.302887,235.436600,241.544510,241.544510,1108137930
2022-07-08,241.544434,246.683014,237.140396,240.750717,240.750717,1341618380
2022-07-09,240.756577,244.693466,240.668823,243.241074,243.241074,851653424
2022-07-10,243.250931,243.327133,232.101974,234.655579,234.655579,881096013
2022-07-11,234.599365,234.649933,225.501419,225.858505,225.858505,1021066311
2022-07-12,225.868393,228.190842,220.464554,220.464554,220.464554,1140033692
2022-07-13,220.492416,230.538712,216.816803,230.524765,230.524765,1431776142
2022-07-14,230.512329,239.660156,227.579910,238.164474,238.164474,1609361574
2022-07-15,238.226624,241.833420,235.683151,238.573990,238.573990,1151260376
2022-07-16,238.559067,250.758759,234.117676,249.593872,249.593872,1030985968
2022-07-17,249.640808,255.296494,246.950806,247.848480,247.848480,1050861669
2022-07-18,247.834473,264.886047,247.821823,264.886047,264.886047,1632324536
2022-07-19,264.494934,274.243652,256.699188,268.817322,268.817322,1925805446
2022-07-20,268.772705,271.790253,256.996490,258.338806,258.338806,1675018362
2022-07-21,258.340118,265.907532,251.545654,265.462555,265.462555,1220055525
2022-07-22,265.477020,271.151978,261.612457,262.877441,262.877441,1173778496
2022-07-23,262.720154,271.613861,253.223862,259.463013,259.463013,1108172504
2022-07-24,259.473877,265.886688,257.432953,261.864868,261.864868,913146574
2022-07-25,261.841003,262.436127,245.148499,245.148499,245.148499,1005244476
2022-07-26,245.123672,248.958374,240.113297,248.958374,248.958374,926779355
2022-07-27,249.015808,271.504364,247.804108,271.504364,271.504364,1405510237
2022-07-28,271.515350,280.127380,264.739105,277.293915,277.293915,1648592412
2022-07-29,277.314117,301.209686,275.304352,293.953339,293.953339,2562325488
2022-07-30,293.915100,299.723969,285.408813,287.536133,287.536133,1578905327
2022-07-31,287.577240,296.210205,282.609314,283.579468,283.579468,1313531523
2022-08-01,283.629486,290.084778,278.343536,283.539490,283.539490,1314157614
2022-08-02,283.476349,290.536774,274.820465,283.820984,283.820984,1768344106
2022-08-03,283.873840,305.186859,278.811829,298.356781,298.356781,2133584480
2022-08-04,298.370117,312.748108,297.432037,310.706055,310.706055,1926587001
2022-08-05,310.693604,320.956604,308.606812,315.185547,315.185547,1585061398
2022-08-06,315.196991,321.839691,313.733643,315.068909,315.068909,1151509385
2022-08-07,315.123108,325.171661,309.024872,322.921143,322.921143,1012978419
2022-08-08,322.954803,332.881104,322.539368,324.800415,324.800415,1318773332
2022-08-09,324.836365,327.825470,313.496918,324.912323,324.912323,1139003043
2022-08-10,324.859039,336.283691,314.412598,328.471161,328.471161,1738218767
2022-08-11,328.460205,334.097229,322.307556,323.800232,323.800232,1511577808
2022-08-12,323.772125,327.514679,318.265167,327.514679,327.514679,980643843
2022-08-13,327.574158,332.516754,323.478882,323.870148,323.870148,991712327
2022-08-14,323.974091,330.805298,316.659271,317.986633,317.986633,936178150
2022-08-15,318.032471,326.833649,314.858093,319.887299,319.887299,1141553086
2022-08-16,319.712769,322.158295,312.806061,316.423676,316.423676,963072351
2022-08-17,316.401611,323.235992,305.334900,306.636414,306.636414,1111784114
2022-08-18,306.796478,310.187958,297.026428,298.141235,298.141235,1041814513
2022-08-19,298.152771,298.190704,278.579437,279.718719,279.718719,1598319492
2022-08-20,279.620117,288.905518,278.332062,283.693146,283.693146,1315367730
2022-08-21,283.639099,303.657928,283.639099,302.056274,302.056274,1249205607
2022-08-22,302.034180,303.823792,289.306702,300.559113,300.559113,1463703478
2022-08-23,300.570923,301.195007,294.319672,299.029938,299.029938,1034959891
2022-08-24,299.015106,299.958679,294.712036,296.449677,296.449677,935405757
2022-08-25,296.487305,306.138153,296.202087,301.583649,301.583649,973529233
2022-08-26,301.556000,301.556000,277.851654,279.598175,279.598175,1210077085
2022-08-27,279.571838,283.850098,274.544373,277.801575,277.801575,962669292
2022-08-28,277.803436,283.628326,276.250885,276.250885,276.250885,758285305
2022-08-29,276.280609,286.331024,272.805969,286.221405,286.221405,1009161525
2022-08-30,286.215271,291.663086,277.074463,281.425354,281.425354,979620743
2022-08-31,281.456482,289.771118,278.078796,279.238098,279.238098,952486877
2022-09-01,279.251343,280.221313,271.472809,278.417236,278.417236,954919263
2022-09-02,278.387970,282.905914,274.487915,277.416107,277.416107,807053745
2022-09-03,277.431122,278.432281,274.775452,277.775574,277.775574,490102253
2022-09-04,277.781921,279.813141,275.453217,278.841858,278.841858,512014471
2022-09-05,278.854492,280.612640,273.719513,276.685913,276.685913,665273781
2022-09-06,276.751862,285.754181,262.597565,262.668396,262.668396,1173656468
2022-09-07,262.612640,279.763855,259.993958,278.761322,278.761322,963734560
2022-09-08,278.760223,282.063324,276.048920,280.577484,280.577484,870477242
2022-09-09,280.537018,294.955933,280.220825,293.407135,293.407135,1139680146
2022-09-10,293.395081,298.441864,291.247498,296.969055,296.969055,851195253
2022-09-11,296.919739,297.875214,291.303497,295.161865,295.161865,700835025
2022-09-12,295.174103,299.176300,291.150696,293.658722,293.658722,998624528
2022-09-13,293.649231,297.687714,275.968964,277.576935,277.576935,1136956066
2022-09-14,277.413300,282.150269,274.830566,279.385864,279.385864,956413768
2022-09-15,279.383057,280.246796,268.010223,270.806885,270.806885,1080164338
2022-09-16,270.812256,276.263245,269.129517,274.654572,274.654572,803452434
2022-09-17,274.730011,279.531708,274.730011,279.249329,279.249329,560951664
2022-09-18,279.220734,279.620758,264.743652,266.313171,266.313171,789437105
2022-09-19,266.251923,272.619110,257.186829,272.069824,272.069824,1074224923
2022-09-20,272.130554,273.203125,265.693207,266.369598,266.369598,845702947
2022-09-21,266.394745,275.833557,261.275177,264.792084,264.792084,1057177278
2022-09-22,264.607758,275.907654,264.028107,275.500275,275.500275,843345381
2022-09-23,275.493500,277.381714,269.669464,276.626251,276.626251,869618433
2022-09-24,276.627045,284.632446,275.135376,275.135376,275.135376,818302597
2022-09-25,275.104340,279.201691,271.673126,274.061249,274.061249,640533920
2022-09-26,274.141785,276.446991,271.188324,275.927856,275.927856,716989161
2022-09-27,275.925964,286.067993,270.822083,272.401550,272.401550,927431127
2022-09-28,272.334442,283.342438,266.976563,281.781219,281.781219,857467325
2022-09-29,281.766663,285.233765,277.500641,283.789032,283.789032,800888080
2022-09-30,283.834290,289.537109,280.893005,284.192291,284.192291,905481572
2022-10-01,284.273407,285.192871,278.360901,282.871918,282.871918,593375648
2022-10-02,282.895050,287.379517,279.954437,284.433105,284.433105,556343468
2022-10-03,284.414886,288.632904,283.898651,287.031982,287.031982,700566674
2022-10-04,287.024170,297.994659,286.528961,296.298462,296.298462,794566055
2022-10-05,296.289459,296.333069,289.903748,294.137665,294.137665,656837388
2022-10-06,294.155273,297.699371,279.803558,286.634155,286.634155,1010110227
2022-10-07,286.771942,286.958618,280.191467,283.182678,283.182678,952606066
2022-10-08,282.994202,282.994202,276.049866,276.469574,276.469574,604706997
2022-10-09,276.449554,279.280029,275.463043,278.238068,278.238068,570350814
2022-10-10,278.244568,279.064301,271.806061,271.806061,271.806061,655201928
2022-10-11,271.731537,273.662842,268.446838,271.371399,271.371399,584301468
2022-10-12,271.406616,272.735229,269.660156,270.971008,270.971008,546926291
2022-10-13,270.958710,273.492645,257.974518,271.851410,271.851410,1124480167
2022-10-14,271.845917,276.528870,268.343018,269.567169,269.567169,809144930
2022-10-15,269.559021,271.364502,267.884827,268.404083,268.404083,491674298
2022-10-16,268.411591,273.743042,268.362305,272.519958,272.519958,563344666
2022-10-17,272.501923,275.841522,270.427338,275.512573,275.512573,594844795
2022-10-18,275.534515,275.815247,270.533203,273.214569,273.214569,599934776
2022-10-19,273.223450,273.647705,270.684357,271.981354,271.981354,497761035
2022-10-20,271.953735,273.285156,267.860474,269.271271,269.271271,539795617
2022-10-21,269.244904,271.047913,264.522980,270.038422,270.038422,593811687
2022-10-22,270.033081,271.007416,268.566895,270.479492,270.479492,391459296
2022-10-23,270.479980,276.569794,269.102539,276.008179,276.008179,483765500
2022-10-24,276.000763,276.875458,271.884888,273.977417,273.977417,535946814
2022-10-25,273.951355,289.601807,272.366516,284.432526,284.432526,940035659
2022-10-26,284.356201,291.702393,284.163818,290.376984,290.376984,1017326051
2022-10-27,290.391998,293.069458,285.225311,286.844116,286.844116,874526054
2022-10-28,286.841156,300.721802,286.136688,298.014191,298.014191,1072756219
2022-10-29,298.003784,307.914978,295.945251,304.217957,304.217957,1397370727
2022-10-30,304.229919,318.069275,302.534363,313.754791,313.754791,1451550019
2022-10-31,313.671356,336.795319,307.625336,326.360718,326.360718,2168405759
2022-11-01,326.277863,334.206238,317.935516,324.579437,324.579437,1329110451
2022-11-02,324.467987,329.039459,316.280914,320.150543,320.150543,1411029750
2022-11-03,320.174438,338.642578,318.495575,329.716980,329.716980,1514834239
2022-11-04,329.670959,358.182007,328.739838,354.406372,354.406372,1938879952
2022-11-05,354.419464,360.309326,347.019623,349.253723,349.253723,1231594445
2022-11-06,349.288147,354.488098,339.192413,339.389374,339.389374,1143505730
2022-11-07,338.897156,344.041901,327.683777,337.014557,337.014557,1811518274
2022-11-08,336.987640,388.715515,302.751892,327.690277,327.690277,5390603525
2022-11-09,327.819672,332.061005,261.730255,266.853119,266.853119,3191459132
2022-11-10,266.885773,311.074005,264.467743,304.080048,304.080048,2461275687
2022-11-11,303.986877,304.912781,280.626862,289.820557,289.820557,1625174426
2022-11-12,289.857635,290.369171,272.046112,282.341278,282.341278,1189401392
2022-11-13,282.365265,286.084473,274.052704,276.579437,276.579437,956106804
2022-11-14,276.622253,290.719635,268.233032,278.578430,278.578430,1541330420
2022-11-15,278.628021,281.882538,274.093109,276.874023,276.874023,1116291060
2022-11-16,276.863007,279.791992,269.650177,272.081604,272.081604,908816092
2022-11-17,272.088318,273.222473,264.398499,267.911316,267.911316,854777255
2022-11-18,267.914124,274.505951,267.913544,273.919983,273.919983,685307608
2022-11-19,273.887207,274.262451,269.649536,272.397675,272.397675,551451228
2022-11-20,272.430298,273.650482,262.555298,264.235138,264.235138,720361905
2022-11-21,264.235779,264.742554,250.656937,254.168259,254.168259,1094850661
2022-11-22,254.019089,266.892151,252.389954,266.324341,266.324341,800429058
2022-11-23,266.420349,300.020203,265.034973,297.847443,297.847443,1920236928
2022-11-24,297.945862,303.064636,294.531555,300.427826,300.427826,1219177799
2022-11-25,300.333832,304.163269,294.912323,300.577698,300.577698,949045515
2022-11-26,300.571747,316.962128,300.389465,311.388458,311.388458,1221554861
2022-11-27,311.372040,316.219879,307.156372,307.429291,307.429291,793779029
2022-11-28,307.399567,309.096100,289.493683,293.527252,293.527252,1154829072
2022-11-29,293.491821,304.822815,289.763641,295.498169,295.498169,986451640
2022-11-30,295.548218,304.650970,294.382263,300.794342,300.794342,1009620336
2022-12-01,300.754364,301.479675,290.553711,292.016205,292.016205,1433086340
2022-12-02,292.028564,293.527496,286.140686,293.527496,293.527496,854253818
2022-12-03,293.500366,294.043030,289.704468,290.563141,290.563141,634607105
2022-12-04,290.553101,292.337616,288.504059,292.288300,292.288300,633441009
2022-12-05,292.208893,296.912170,286.538696,288.474274,288.474274,705616866
2022-12-06,288.461761,290.601624,287.107880,290.354462,290.354462,610280514
2022-12-07,290.384613,290.485687,282.020813,284.284424,284.284424,759320494
2022-12-08,284.295166,291.511719,282.809204,290.537170,290.537170,646645162
2022-12-09,290.522003,291.570587,285.575623,286.090424,286.090424,644239750
2022-12-10,286.106506,289.492615,286.106506,288.125214,288.125214,439735200
2022-12-11,288.144257,290.936432,284.188293,284.390411,284.390411,496833486
2022-12-12,284.434387,285.537445,273.530853,276.278198,276.278198,974762447
2022-12-13,276.284485,280.687347,257.440369,271.951691,271.951691,1925504273
2022-12-14,271.958069,277.857086,266.146240,268.231537,268.231537,1026628081
2022-12-15,268.150360,268.150360,257.081207,258.273712,258.273712,709349174
2022-12-16,258.268768,264.247589,227.345230,231.232437,231.232437,1264053277
2022-12-17,231.220749,243.581955,221.003189,242.529282,242.529282,1196953526
2022-12-18,242.516907,253.339691,240.036530,251.156387,251.156387,925487110
2022-12-19,251.242676,252.933014,238.650787,240.657806,240.657806,751196285
2022-12-20,240.668228,252.628662,239.801437,251.744537,251.744537,667866377
2022-12-21,251.694321,251.694321,245.757248,246.046982,246.046982,479296549
2022-12-22,246.068329,248.032028,240.483200,245.890625,245.890625,543367184
2022-12-23,245.894135,248.274719,244.452942,246.148178,246.148178,388929772
2022-12-24,246.151642,246.181717,243.953049,244.635529,244.635529,280627376
2022-12-25,244.636398,245.730988,241.700500,243.141495,243.141495,298063868
2022-12-26,243.147934,244.595947,242.224426,244.198288,244.198288,276115280
2022-12-27,244.202652,247.679688,242.562180,246.596680,246.596680,391342277
2022-12-28,246.607117,246.840042,242.109283,244.141922,244.141922,414698978
2022-12-29,244.171417,246.600998,243.579910,246.479721,246.479721,345312528
2022-12-30,246.458008,246.497238,243.127472,245.779221,245.779221,342300809
2022-12-31,245.788681,247.583618,245.108246,246.349197,246.349197,307551853
2023-01-01,246.332901,246.485809,243.575287,244.136978,244.136978,278651737
2023-01-02,244.152222,247.715271,241.692490,245.535904,245.535904,357733262
2023-01-03,245.552139,246.831451,244.784042,246.133362,246.133362,377452410
2023-01-04,246.140900,260.516052,245.704971,259.119690,259.119690,632924961
2023-01-05,259.076477,259.076477,255.596558,256.422852,256.422852,342934041
2023-01-06,256.450195,260.221741,255.067703,259.867157,259.867157,417893264
2023-01-07,259.854889,262.963654,259.593292,261.282837,261.282837,327712514
2023-01-08,261.252930,274.385071,260.516907,274.385071,274.385071,491734030
2023-01-09,274.442444,283.025421,271.899384,272.701538,272.701538,783671054
2023-01-10,272.655182,278.267670,271.149841,277.289642,277.289642,470259383
2023-01-11,277.293518,285.172394,274.526398,285.046509,285.046509,466458216
2023-01-12,286.900665,287.951385,279.741028,287.812347,287.812347,655903255
2023-01-13,287.811493,295.274780,285.191223,293.733002,293.733002,561853825
2023-01-14,293.719666,314.003357,293.600616,305.241119,305.241119,1087358891
2023-01-15,305.328735,305.763855,292.924591,302.070648,302.070648,562889882
2023-01-16,302.079987,307.597382,294.181946,298.999237,298.999237,602126315
2023-01-17,299.059113,304.788147,296.974792,299.824524,299.824524,529752305
2023-01-18,299.831451,304.889771,282.631042,286.991058,286.991058,844268123
2023-01-19,286.885498,295.118530,286.870453,294.852203,294.852203,431382130
2023-01-20,294.845520,305.020935,287.226440,304.973175,304.973175,669836014
2023-01-21,305.020477,309.616577,299.064240,299.261169,299.261169,755028964
2023-01-22,299.239105,310.602417,299.103577,303.046448,303.046448,571771274
2023-01-23,303.020325,307.429260,302.331696,305.504089,305.504089,520678637
2023-01-24,305.390900,322.746216,299.699615,300.612335,300.612335,887528741
2023-01-25,300.638153,313.200745,294.714661,307.307648,307.307648,667706772
2023-01-26,307.096405,309.263092,302.392670,304.866547,304.866547,540954388
2023-01-27,304.874451,309.894470,300.320587,308.123108,308.123108,484897937
2023-01-28,308.157135,313.077362,304.093323,306.244324,306.244324,434715822
2023-01-29,306.236298,320.118561,305.198090,317.336212,317.336212,664644693
2023-01-30,317.375397,320.254822,303.580750,307.068878,307.068878,630938594
2023-01-31,307.096558,313.824799,305.681366,312.361053,312.361053,487472184
2023-02-01,312.277130,319.207672,306.148285,317.472595,317.472595,616638893
2023-02-02,317.346191,333.495544,316.711060,323.349792,323.349792,909077028
2023-02-03,323.291351,334.545166,318.903229,332.268677,332.268677,861598551
2023-02-04,332.249695,333.870941,327.741425,330.617096,330.617096,440935963
2023-02-05,330.558258,337.320526,324.879486,327.869354,327.869354,662969265
2023-02-06,327.861847,330.957428,321.946136,324.627167,324.627167,521894604
2023-02-07,324.557404,333.526733,324.205475,333.227875,333.227875,521804212
2023-02-08,333.217316,334.728394,324.490540,328.088654,328.088654,515127902
2023-02-09,328.172211,329.012604,303.358551,305.960419,305.960419,778492045
2023-02-10,306.007263,309.056915,303.016571,305.954132,305.954132,492880078
2023-02-11,305.979919,311.146881,305.454102,310.616028,310.616028,348569462
2023-02-12,310.605621,320.234863,306.517487,312.929657,312.929657,520994815
2023-02-13,312.901825,315.123047,283.696381,294.475342,294.475342,1322505522
2023-02-14,294.470398,301.133270,290.173492,296.120361,296.120361,662196432
2023-02-15,296.144928,317.387329,294.383270,317.169220,317.169220,667519216
2023-02-16,317.150391,326.634888,304.502747,304.763702,304.763702,1036335164
2023-02-17,304.742737,316.413544,303.551910,313.377991,313.377991,701575686
2023-02-18,313.385864,318.678497,313.300537,316.682709,316.682709,467884011
2023-02-19,316.619659,318.426453,311.309845,311.935852,311.935852,522437732
2023-02-20,312.027924,319.300781,309.428253,315.377441,315.377441,676396150
2023-02-21,315.399353,316.997284,309.955261,311.472015,311.472015,579359973
2023-02-22,311.482635,312.809387,304.221222,312.781128,312.781128,549179249
2023-02-23,312.805328,314.894897,306.180206,308.533936,308.533936,472852406
2023-02-24,308.459717,311.799438,300.058136,302.053711,302.053711,479926281
2023-02-25,302.100250,303.029236,297.224121,302.384613,302.384613,310503640
2023-02-26,302.369019,309.587555,300.966248,308.997070,308.997070,312320211
2023-02-27,308.985199,309.325439,300.936096,304.855804,304.855804,404806423
2023-02-28,304.854980,305.632721,300.569275,301.474823,301.474823,337673265
2023-03-01,301.510345,306.185150,301.098022,302.907471,302.907471,377974810
2023-03-02,302.916107,303.554169,296.519165,299.946167,299.946167,370516889
2023-03-03,299.977570,300.087646,287.979248,290.282837,290.282837,450262903
2023-03-04,290.289886,291.327545,286.619080,289.503876,289.503876,289197235
2023-03-05,289.520630,292.459076,287.875916,288.699707,288.699707,287599378
2023-03-06,288.704498,289.718384,283.953156,288.054962,288.054962,374160712
2023-03-07,287.995544,290.216736,284.374084,289.343689,289.343689,373176525
2023-03-08,289.327454,293.641632,285.585480,286.867004,286.867004,436665040
2023-03-09,286.945770,291.366486,272.728363,277.296112,277.296112,505668979
2023-03-10,277.323517,278.100739,265.712433,277.419586,277.419586,558776711
2023-03-11,277.434662,281.644104,272.283081,277.961426,277.961426,523623578
2023-03-12,277.944031,289.713409,276.638611,289.675781,289.675781,483074620
2023-03-13,289.740814,313.753723,287.556183,308.912201,308.912201,1122664621
2023-03-14,308.937988,319.838959,304.013123,309.370789,309.370789,866173920
2023-03-15,309.446136,313.924164,301.694153,307.124939,307.124939,596861029
2023-03-16,307.213440,333.007172,304.429535,329.860870,329.860870,1337194824
2023-03-17,329.886322,340.270050,327.135590,339.081146,339.081146,934568148
2023-03-18,339.040741,346.445129,330.791229,331.524292,331.524292,828471428
2023-03-19,331.530182,341.816589,331.530182,336.978241,336.978241,705888292
2023-03-20,337.000946,339.798035,332.854095,332.923004,332.923004,682276624
2023-03-21,333.015808,339.547699,328.993988,335.309235,335.309235,638610697
2023-03-22,335.294128,339.685791,317.600250,321.887726,321.887726,1280612242
2023-03-23,321.863525,331.968506,319.892212,329.837006,329.837006,547390925
2023-03-24,329.808075,330.173981,317.776794,322.359344,322.359344,468651735
2023-03-25,322.319855,325.002838,319.910919,322.673065,322.673065,439062620
2023-03-26,322.636505,329.567535,322.096649,328.888000,328.888000,363216136
2023-03-27,328.904480,329.330505,306.454437,310.949127,310.949127,656817420
2023-03-28,310.946564,314.986145,307.371277,313.260620,313.260620,478328374
2023-03-29,313.227539,319.532501,312.790405,313.841766,313.841766,482942200
2023-03-30,313.862610,317.795715,311.003632,316.567566,316.567566,594180917
2023-03-31,316.632416,319.633575,313.786499,317.040009,317.040009,419430009
2023-04-01,317.059784,318.430634,313.561310,315.217316,315.217316,463135728
2023-04-02,314.942078,316.188416,311.536560,313.928619,313.928619,442429679
2023-04-03,313.937653,314.033234,300.508759,308.562378,308.562378,701865645
2023-04-04,308.589844,312.087494,308.464966,310.994843,310.994843,575672802
2023-04-05,311.000916,316.310822,310.514404,314.063171,314.063171,592856922
2023-04-06,314.083954,314.591217,311.061737,312.454651,312.454651,530706217
2023-04-07,312.453949,312.865265,309.983429,310.699493,310.699493,478098163
2023-04-08,310.665314,312.683258,310.388031,310.634735,310.634735,461767801
2023-04-09,310.659058,313.613159,309.884583,312.872253,312.872253,465627007
2023-04-10,312.868134,318.379059,311.811798,318.379059,318.379059,565754261
2023-04-11,318.411530,332.877777,318.143066,322.758270,322.758270,896643000
2023-04-12,322.765228,323.489807,317.341034,318.953766,318.953766,639928192
2023-04-13,320.023468,325.235504,318.162628,324.948090,324.948090,684442464
2023-04-14,324.975708,335.522766,324.037109,329.173859,329.173859,941862415
2023-04-15,329.172699,335.970520,327.572021,333.407288,333.407288,730957108
2023-04-16,333.390198,349.956635,331.289825,348.220917,348.220917,936315454
2023-04-17,348.175751,350.072296,338.260620,339.994110,339.994110,856381072
2023-04-18,340.044769,346.493042,337.859314,343.193451,343.193451,741280408
2023-04-19,343.169617,343.529907,321.052032,322.707520,322.707520,826810466
2023-04-20,322.587738,326.552521,315.902191,317.889923,317.889923,663981561
2023-04-21,317.921112,331.417175,316.116943,321.674988,321.674988,1057530805
2023-04-22,321.656738,332.990997,320.310455,331.995087,331.995087,670641138
2023-04-23,332.013336,332.220703,327.779541,330.618835,330.618835,639990072
2023-04-24,330.621307,333.448120,328.144867,331.245880,331.245880,662758378
2023-04-25,331.200500,339.701172,328.806793,338.325562,338.325562,682400159
2023-04-26,338.324799,344.816833,325.438538,330.821777,330.821777,910334786
2023-04-27,330.846375,336.445282,329.102173,331.195099,331.195099,750494420
2023-04-28,331.199310,331.199310,319.590851,324.500244,324.500244,1069178743
2023-04-29,324.489471,324.743439,321.870605,322.134735,322.134735,536818146
2023-04-30,322.106628,337.944916,320.723053,337.645538,337.645538,865228956
2023-05-01,337.177673,339.352051,332.398712,335.785370,335.785370,1151460736
